iter	Logloss
604	0.4692600632
605	0.4692027557
606	0.469141919
607	0.4690927447
608	0.4690322584
609	0.4689671326
610	0.4689280559
611	0.4688866914
612	0.4688288036
613	0.4687743855
614	0.4687405616
615	0.4687058895
616	0.4686704989
617	0.4686550267
618	0.4686248635
619	0.4685565062
620	0.4685471647
621	0.4685118984
622	0.4684606912
623	0.4684117175
624	0.4683803585
625	0.4683173389
626	0.4682637622
627	0.4682069512
628	0.4681582332
629	0.4681089269
630	0.4680676388
631	0.4680337452
632	0.4679968744
633	0.467970461
634	0.4679328416
635	0.4678985971
636	0.4678355782
637	0.4678004979
638	0.4677623437
639	0.4677455918
640	0.4676829142
641	0.4676346305
642	0.4675799893
643	0.467552628
644	0.467514703
645	0.4674797086
646	0.4674330569
647	0.467381819
648	0.4673321155
649	0.4673083639
650	0.46727091
651	0.4672271
652	0.4671733684
653	0.4671242825
654	0.4670469606
655	0.4669713916
656	0.4669229607
657	0.4668961092
658	0.4668817569
659	0.4668254377
660	0.4667914577
661	0.4667566806
662	0.4666987026
663	0.4666322879
664	0.466592024
665	0.4665321999
666	0.4664775221
667	0.4664458261
668	0.4663907413
669	0.46636624
670	0.4663175335
671	0.4662723491
672	0.4662400225
673	0.4662122789
674	0.4661886872
675	0.4661512859
676	0.4661398736
677	0.4661177974
678	0.4661052647
679	0.4660973707
680	0.4660486931
681	0.4659908401
682	0.4659607359
683	0.4659153393
684	0.4658573848
685	0.4658232114
686	0.4658103083
687	0.465783046
688	0.4657285226
689	0.4657257472
690	0.4656954121
691	0.4656355658
692	0.4655921962
693	0.4655358475
694	0.4654991416
695	0.4654416237
696	0.4653944821
697	0.4653626046
698	0.465332766
699	0.4653051858
700	0.4652774157
701	0.4652370346
702	0.4652099135
703	0.4651677183
704	0.4651343577
705	0.4650892308
706	0.4650540826
707	0.4650406596
708	0.4650043036
709	0.4649421032
710	0.4649041155
711	0.4648564379
712	0.4648238398
713	0.4647609377
714	0.4647381922
715	0.4646915719
716	0.4646764582
717	0.4646370392
718	0.4646159395
719	0.4645784847
720	0.4645346825
721	0.4644996385
722	0.4644862605
723	0.4644757389
724	0.464428088
725	0.4643704304
726	0.4643309362
727	0.4642707689
728	0.4642303422
729	0.4641806535
730	0.4641536228
731	0.4641225718
732	0.4640650701
733	0.4640328283
734	0.463987822
735	0.4639423172
736	0.4639134847
737	0.4638765623
738	0.4638489089
739	0.463806248
740	0.4637770838
741	0.4637364183
742	0.4636825525
743	0.463682472
744	0.4636465368
745	0.4635988773
746	0.4635748364
747	0.4635475345
748	0.463515465
749	0.4634819457
750	0.4634530758
751	0.4633981344
752	0.463356291
753	0.4633506839
754	0.4633414443
755	0.4633030592
756	0.4632300953
757	0.4631838476
758	0.4631566897
759	0.4631286249
760	0.4631214631
761	0.4630934689
762	0.4630550803
763	0.4630265667
764	0.4629849059
765	0.4629550094
766	0.4629094157
767	0.4628508206
768	0.4628150065
769	0.4627816174
770	0.4627442868
771	0.4627098671
772	0.4626804677
773	0.462627011
774	0.4625606033
775	0.4625180809
776	0.4624802784
777	0.4624532597
778	0.4624161738
779	0.4624020027
780	0.4623502585
781	0.4623343005
782	0.4623173189
783	0.4622933346
784	0.4622546193
785	0.4622077484
786	0.4621659826
787	0.4621259041
788	0.462100184
789	0.4620732044
790	0.4620346327
791	0.4619776738
792	0.4619478323
793	0.4619312213
794	0.4619122616
795	0.461884609
796	0.4618652047
797	0.4618431335
798	0.4618104706
799	0.4618037265
800	0.4617795714
801	0.4617518459
802	0.4617293165
803	0.4617022901
804	0.4616685964
805	0.4616404791
806	0.4615954575
807	0.4615582989
808	0.4615245609
809	0.4614665409
810	0.4614173534
811	0.4613840907
812	0.4613544331
813	0.4613147036
814	0.4612771445
815	0.4612448841
816	0.4611923374
817	0.4611537754
818	0.4611177924
819	0.4610914811
820	0.4610649094
821	0.4610350166
822	0.4610088553
823	0.4609796344
824	0.4609426472
825	0.4609206249
826	0.460895775
827	0.4608506221
828	0.4608107484
829	0.4607833727
830	0.4607777726
831	0.4607455654
832	0.4607161104
833	0.4606737121
834	0.4606278652
835	0.4605965546
836	0.4605406886
837	0.4605135811
838	0.4604792706
839	0.4604458903
840	0.460390709
841	0.4603465932
842	0.46029937
843	0.4602590426
844	0.4602214303
845	0.4601776948
846	0.4601542695
847	0.4601312696
848	0.4601040308
849	0.4600834314
850	0.4600514196
851	0.4600295055
852	0.4599984782
853	0.459979011
854	0.4599692421
855	0.4599334949
856	0.4599104727
857	0.4598852643
858	0.4598597568
859	0.4598320528
860	0.4598069491
861	0.4597567669
862	0.4597184968
863	0.4596512495
864	0.4596081838
865	0.4595991602
866	0.4595712941
867	0.4595281853
868	0.4595093274
869	0.4594833434
870	0.4594291571
871	0.4593899572
872	0.4593750707
873	0.4593550198
874	0.459313726
875	0.4592876958
876	0.4592545672
877	0.459192944
878	0.4591632137
879	0.4591132149
880	0.4590900426
881	0.4590329288
882	0.459016191
883	0.4589828665
884	0.4589714892
885	0.4589230165
886	0.458905385
887	0.458885331
888	0.4588480647
889	0.4588301512
890	0.4588001659
891	0.4587740615
892	0.4587447517
893	0.4587093634
894	0.4586753077
895	0.4586341933
896	0.4585902301
897	0.458551522
898	0.4585263181
899	0.4585005877
900	0.4584852118
901	0.4584214623
902	0.4584018286
903	0.4583608996
904	0.4583528219
905	0.4583097548
906	0.4582657777
907	0.4582436187
908	0.4582034517
909	0.4581751014
910	0.4581626608
911	0.4581286285
912	0.458101736
913	0.4580905422
914	0.4580539819
915	0.4580055178
916	0.4579757871
917	0.4579437326
918	0.4579160642
919	0.4578906711
920	0.4578535053
921	0.4578012316
922	0.4577767346
923	0.4577547804
924	0.4577051784
925	0.457670335
926	0.457624702
927	0.4575934049
928	0.4575545919
929	0.4575508238
930	0.4575287793
931	0.457501003
932	0.4574735251
933	0.4574474914
934	0.4574112614
935	0.4573810816
936	0.4573730425
937	0.457335159
938	0.4572850036
939	0.4572576833
940	0.4572329524
941	0.4572100017
942	0.4571819812
943	0.4571551869
944	0.4571237965
945	0.4570805893
946	0.4570662464
947	0.457047239
948	0.4570365395
949	0.4569846785
950	0.4569574609
951	0.4569206209
952	0.4568904176
953	0.4568442718
954	0.456819206
955	0.4567666386
956	0.4567129817
957	0.45669764
958	0.4566645877
959	0.4566597774
960	0.456647842
961	0.4566001042
962	0.4565456258
963	0.4565206683
964	0.4564909952
965	0.4564535793
966	0.4564025919
967	0.4563688678
968	0.4563186027
969	0.4562756787
970	0.4562512077
971	0.4562178014
972	0.4561844637
973	0.4561429113
974	0.456118041
975	0.4560959473
976	0.4560691448
977	0.4560380006
978	0.4559875737
979	0.4559437646
980	0.4558963414
981	0.4558493727
982	0.4558402795
983	0.4558240554
984	0.4557670122
985	0.4557366035
986	0.4557036608
987	0.4556766555
988	0.4556236825
989	0.4555758314
990	0.4555255996
991	0.4555098461
992	0.455483681
993	0.4554669784
994	0.4554172375
995	0.4553766968
996	0.4553273429
997	0.4553003319
998	0.4552853821
999	0.4552608432
